JTL,1,Asajj Ventress Trabajo sola,Rare,Leader,Vigilance,1
JTL,2,Gran almirante Thrawn Que pena,Common,Leader,Vigilance,1
JTL,3,Lando Calrissian Ganando tiempo,Rare,Leader,Vigilance,1
JTL,4,Rose Tico Salvamos lo que amamos,Common,Leader,Vigilance,1
JTL,5,Almirante Piett Al mando de la armada,Rare,Leader,Command,1
JTL,6,Darth Vader Jefe del Escuadron Victor,Common,Leader,Command,1
JTL,7,Almirante Holdo No estamos solos,Rare,Leader,Command,1
JTL,8,Wedge Antilles Jefe del Escuadron Rojo,Common,Leader,Command,1
JTL,9,Boba Fett Utiliza los metodos que cree convenientes,Special,Leader,Aggression,1
JTL,10,Capitana Phasma Coco cromado,Rare,Leader,Aggression,1
JTL,11,Comandante Vonreg Baron Rojo,Common,Leader,Aggression,1
JTL,12,Luke Skywalker Heroe de Yavin,Common,Leader,Aggression,1
JTL,13,Poe Dameron Puedo pilotar cualquier cosa,Rare,Leader,Aggression,1
JTL,14,Almirante Trench Chk-chk-chk-chk,Rare,Leader,Cunning,1
JTL,15,Rio Durant Timonel graciosete,Common,Leader,Cunning,1
JTL,16,Almirante Ackbar Es una trampa!,Common,Leader,Cunning,1
JTL,17,Han Solo No me hables de probabilidades,Special,Leader,Cunning,1
JTL,18,Kazuda Xiono El mejor piloto de la galaxia,Rare,Leader,Cunning,1
JTL,19,Ciudad entre las nubes,Common,Base,Vigilance,1
JTL,20,Complejo del generador de escudo,Common,Base,Vigilance,1
JTL,21,El Coloso,Rare,Base,Vigilance,1
JTL,22,Cuartel general de la Resistencia,Common,Base,Command,1
JTL,23,Palacio de Theed,Common,Base,Command,1
JTL,24,Almacen de datos,Rare,Base,Command,1
JTL,25,Oscilador termico,Rare,Base,Aggression,1
JTL,26,Templo massassi,Common,Base,Aggression,1
JTL,27,Astilleros de Nadiri,Common,Base,Aggression,1
JTL,28,Pueblo de Nabat,Rare,Base,Cunning,1
JTL,29,Base Chopper,Common,Base,Cunning,1
JTL,30,Mos Eisley,Common,Base,Cunning,1
JTL,31,Comarca del Lago,Rare,Base,Neutral,1
JTL,32,Director Krennic Con la gloria a su alcance,Uncommon,Unit,Vigilance,3
JTL,33,Bruto del Escuadron Onice,Common,Unit,Vigilance,3
JTL,34,As de interceptor,Common,Unit,Vigilance,3
JTL,35,Tam Ryvora Buscando un proposito,Rare,Unit,Vigilance,3
JTL,36,Iden Versio Adaptarse o morir,Rare,Unit,Vigilance,3
JTL,37,Banshee Inutiliza naves de mando,Uncommon,Unit,Vigilance,3
JTL,38,Corvus Corbeta del Escuadron Infernal,Rare,Unit,Vigilance,3
JTL,39,Quimera Reforzando el centro,Uncommon,Unit,Vigilance,3
JTL,40,Interdictor de la flota,Common,Unit,Vigilance,3
JTL,41,Aniquilador Nave insignia de Tagge,Legendary,Unit,Vigilance,3
JTL,42,Poder fruto del dolor,Uncommon,Event,Vigilance,3
JTL,43,"No necesito gloria, solo resultados",Rare,Event,Vigilance,3
JTL,44,Ingeniera de la Base Eco,Common,Unit,Vigilance,3
JTL,45,Hera Syndulla Hemos perdido demasiado,Uncommon,Unit,Vigilance,3
JTL,46,Paige Tico Soltando las bombas,Uncommon,Unit,Vigilance,3
JTL,47,Almirante Yularen Coordinador de la flota,Rare,Unit,Vigilance,3
JTL,48,Cassian Andor Hilando muy fino,Rare,Unit,Vigilance,3
JTL,49,L3-37 Quitate de mi asiento,Rare,Unit,Vigilance,3
JTL,50,Fantasma II Modificado para acoplarse,Rare,Unit,Vigilance,3
JTL,51,Ala-X del Escuadron Rojo,Common,Unit,Vigilance,3
JTL,52,Fragata de carga de D'Qar,Common,Unit,Vigilance,3
JTL,53,Espiritu El alma de la familia,Legendary,Unit,Vigilance,3
JTL,54,Jefe Oro La nave mas veloz de la flota,Uncommon,Unit,Vigilance,3
JTL,55,"Ya estas libre, nino",Uncommon,Event,Vigilance,3
JTL,56,Hondo Ohnaka Extravagante estafador,Legendary,Unit,Vigilance,3
JTL,57,Piloto astromecanico,Uncommon,Unit,Vigilance,3
JTL,58,Graduado de la Academia,Common,Unit,Vigilance,3
JTL,59,Lanzadera de defensa corporativa,Rare,Unit,Vigilance,3
JTL,60,Comando desesperada,Common,Unit,Vigilance,3
JTL,61,Caza de la Fuerza de Seguridad Real,Common,Unit,Vigilance,3
JTL,62,Angel de Plata La esperanza de Trace,Uncommon,Unit,Vigilance,3
JTL,63,Lanzadera en tierra,Common,Unit,Vigilance,3
JTL,64,Nave de ataque clase Omicron,Common,Unit,Vigilance,3
JTL,65,Forajidos del Borde Exterior,Common,Unit,Vigilance,3
JTL,66,Trace Martez La hermana confiada,Uncommon,Unit,Vigilance,3
JTL,67,Vibora Estelar camuflado,Common,Unit,Vigilance,3
JTL,68,Vigia en AT-RT,Common,Unit,Vigilance,3
JTL,69,Fragata clase Munificiente,Common,Unit,Vigilance,3
JTL,70,Ala-U de desembarco,Uncommon,Unit,Vigilance,3
JTL,71,Corbeta CR90 de socorro,Common,Unit,Vigilance,3
JTL,72,Equipo de seguridad de la Guardia Alada,Uncommon,Unit,Vigilance,3
JTL,73,Valentia,Uncommon,Upgrade,Vigilance,3
JTL,74,Cerrar la puerta del escudo,Rare,Event,Vigilance,3
JTL,75,Reparacion,Common,Event,Vigilance,3
JTL,76,Cubrir el flanco,Common,Event,Vigilance,3
JTL,77,En el fragor de la batalla,Rare,Event,Vigilance,3
JTL,78,Impacto directo,Common,Event,Vigilance,3
