HMW,1,Asajj Ventress  No Time For Regret,Rare,Leader,Vigilance Aggression,1
HMW,2,Maz Kanata  Eclectic Pirate Queen,Rare,Leader,Command Cunning,1
HMW,3,Doctor Hemlock  Emotion Has No Place Here,Common,Leader,Vigilance Villainy,1
HMW,4,Grand Moff Tarkin  Tyrant of the Outer Rim,Special,Leader,Vigilance Villainy,1
HMW,5,Jar Jar Binks  Bombad General,Common,Leader,Vigilance Heroism,1
HMW,6,Omega  Close Your Eyes and Focus,Rare,Leader,Vigilance Heroism,1
HMW,7,Darth Vader  Might of the Empire,Rare,Leader,Command Villainy,1
HMW,8,General Grievous  Separatist Warlord,Common,Leader,Command Villainy,1
HMW,9,Chewbacca  Relentless Rebel,Special,Leader,Command Heroism,1
HMW,10,Tarfful  Fighting from the Shadowlands,Common,Leader,Command Heroism,1
HMW,11,Darth Sidious  There is No Mercy,Rare,Leader,Aggression Villainy,1
HMW,12,Poggle the Lesser  Let the Executions Begin,Common,Leader,Aggression Villainy,1
HMW,13,Cham Syndulla  Hammer of Ryloth,Rare,Leader,Aggression Heroism,1
HMW,14,Wicket  Few Greater Battles to Fight,Common,Leader,Aggression Heroism,1
HMW,15,Bossk  Cruel Hunter,Common,Leader,Cunning Villainy,1
HMW,16,Maul  Old Master,Rare,Leader,Cunning Villainy,1
HMW,17,Osha  Haunted by her Past,Rare,Leader,Cunning Heroism,1
HMW,18,The Warrior  Deft Duelist,Common,Leader,Cunning Heroism,1
HMW,19,Dune Sea,Common,Base,Vigilance,1
HMW,20,Great Grass Plains,Common,Base,Vigilance,1
HMW,21,Kachirho,Common,Base,Vigilance,1
HMW,22,Shield Generator Complex,Common,Base,Vigilance,1
HMW,23,Bright Tree Village,Common,Base,Command,1
HMW,24,Origin Tree,Common,Base,Command,1
HMW,25,Theed Palace,Common,Base,Command,1
HMW,26,Tusken Camp,Common,Base,Command,1
HMW,27,Bioweapons Lab,Common,Base,Aggression,1
HMW,28,Jundland Wastes,Common,Base,Aggression,1
HMW,29,Dendroid Wilds,Common,Base,Aggression,1
HMW,30,Shadowlands,Common,Base,Aggression,1
HMW,31,Kyyyalstaad Swamp,Common,Base,Cunning,1
HMW,32,Mos Eisley,Common,Base,Cunning,1
HMW,33,Otoh Gunga,Common,Base,Cunning,1
HMW,34,Research Station 9,Common,Base,Cunning,1
HMW,35,Hunter  Everyone Get to Cover!,Legendary,Unit,Multicolor,3
HMW,36,Kelnacca  Solitary Master,Rare,Unit,Multicolor,3
HMW,37,Bacta Tank,Rare,Upgrade,Multicolor,3
HMW,38,Bestial Bond,Uncommon,Upgrade,Multicolor,3
HMW,39,Mother Talzin  Pledged to the Sisterhood,Rare,Unit,Multicolor,3
HMW,40,Talzin's Shuttle  Mysterious Arrival,Uncommon,Unit,Multicolor,3
HMW,41,Keeper of Skara Nal  Awoken,Rare,Unit,Multicolor,3
HMW,42,Dooku  Corruption Must Be Eradicated,Legendary,Unit,Multicolor,3
HMW,43,Darth Vader  Any Methods Necessary,Legendary,Unit,Multicolor,3
HMW,44,Ima-Gun Di  Holding Out For Resupply,Legendary,Unit,Multicolor,3
HMW,45,Logray  Bright Tree Shaman,Uncommon,Unit,Multicolor,3
HMW,46,Krrsantan  Santo,Rare,Unit,Multicolor,3
HMW,47,Eravana  Hauling Rathtars,Uncommon,Unit,Multicolor,3
HMW,48,Vernestra Rwoh  We Should Handle This Ourselves,Legendary,Unit,Multicolor,3
HMW,49,Greater Sarlacc,Rare,Unit,Multicolor,3
HMW,50,Low Altitude Combat,Rare,Event,Multicolor,3
HMW,51,Third Sister  Cycle of Vengeance,Legendary,Unit,Multicolor,3
HMW,52,A'Koba  Restless Raider,Uncommon,Unit,Multicolor,3
HMW,53,Fett's Firespray  Settling the Score,Rare,Unit,Multicolor,3
HMW,54,Seismic Detonation,Rare,Event,Multicolor,3
HMW,55,Mae  Kill the Dream,Legendary,Unit,Multicolor,3
HMW,56,Yoda  Trickster In Exile,Legendary,Unit,Multicolor,3
HMW,57,Boss Lyonie  Hypnotized,Uncommon,Unit,Multicolor,3
HMW,58,Mysterious Disappearance,Rare,Event,Multicolor,3
HMW,59,Clone X Assassin,Common,Unit,Vigilance Villainy,3
HMW,60,Vice Admiral Rampart  A New Era of Safety,Special,Unit,Vigilance Villainy,3
HMW,61,Director Krennic  The Work Has Stalled,Special,Unit,Vigilance Villainy,3
HMW,62,Nuvo Vindi  Blue Shadow Perfected,Rare,Unit,Vigilance Villainy,3
HMW,63,Rho Medical Shuttle,Common,Unit,Vigilance Villainy,3
HMW,64,Scorch  Imperial Commando,Uncommon,Unit,Vigilance Villainy,3
HMW,65,Clone of the Zillo Beast  Emperor's Experiment,Rare,Unit,Vigilance Villainy,3
HMW,66,Carrion Spike  Harbinger of Tyranny,Rare,Unit,Vigilance Villainy,3
HMW,67,The Great Progenitor  First of the Drengir,Legendary,Unit,Vigilance Villainy,3
HMW,68,Imperial Commandos,Uncommon,Unit,Vigilance Villainy,3
HMW,69,Imperial Venator,Common,Unit,Vigilance Villainy,3
HMW,70,Dark Sanctum,Uncommon,Upgrade,Vigilance Villainy,3
HMW,71,Ravage,Uncommon,Event,Vigilance Villainy,3
HMW,72,Grand Army Marine,Common,Unit,Vigilance Heroism,3
HMW,73,Peppi Bow  Shaak Herder,Uncommon,Unit,Vigilance Heroism,3
HMW,74,Yord Fandar  Devoutly Disciplined,Rare,Unit,Vigilance Heroism,3
HMW,75,Wookiee Protector,Common,Unit,Vigilance Heroism,3
HMW,76,Yanna  Sanctuary Elder,Uncommon,Unit,Vigilance Heroism,3
HMW,77,Boss Nass  Otoh Gunga Boss,Rare,Unit,Vigilance Heroism,3
HMW,78,Qui-Gon Jinn  We'll Handle This,Legendary,Unit,Vigilance Heroism,3
HMW,79,Radiant VII  Negotiating For Naboo,Uncommon,Unit,Vigilance Heroism,3
HMW,80,Fambaa Shield Team,Common,Unit,Vigilance Heroism,3
HMW,81,Alliance Shield Generator,Uncommon,Upgrade,Vigilance Heroism,3
HMW,82,Nala Se  Silent Survivor,Rare,Unit,Vigilance Vigilance,3
HMW,83,Batcher  Loyal Hound,Uncommon,Unit,Vigilance,3
HMW,84,Gunga City Guard,Common,Unit,Vigilance,3
HMW,85,Remote Scout,Common,Unit,Vigilance,3
HMW,86,N-1 Patroller,Common,Unit,Vigilance,3
HMW,87,Venomous Wyyyshokk,Common,Unit,Vigilance,3
HMW,88,Numa  Still Fighting,Uncommon,Unit,Vigilance,3
HMW,89,Territorial Mudhorn,Common,Unit,Vigilance,3
HMW,90,Opee Sea Killer,Common,Unit,Vigilance,3
HMW,91,Pelta Relief Frigate,Common,Unit,Vigilance,3
HMW,92,Starlit Purrgil,Common,Unit,Vigilance,3
HMW,93,Coastal Catamarans,Common,Unit,Vigilance,3
HMW,94,Sando Aqua Monster,Legendary,Unit,Vigilance,3
HMW,95,Carbonite Chamber,Uncommon,Upgrade,Vigilance,3
HMW,96,Devotion,Uncommon,Upgrade,Vigilance,3
HMW,97,Dire Prowess,Common,Upgrade,Vigilance,3
HMW,98,Resonate,Common,Event,Vigilance,3
HMW,99,Always a Bigger Fish,Rare,Event,Vigilance,3
HMW,100,Torrent,Common,Event,Vigilance,3
HMW,101,Trust Yourself,Common,Event,Vigilance,3
HMW,102,Dragon's Might,Common,Event,Vigilance,3
HMW,103,Disposable B1,Common,Unit,Command Villainy,3
HMW,104,Garnac  Let the Hunt Begin!,Rare,Unit,Command Villainy,3
HMW,105,Nute Gunray  Perfectly Legal,Uncommon,Unit,Command Villainy,3
HMW,106,Secessionist Convert,Common,Unit,Command Villainy,3
HMW,107,Stormtrooper Patrol,Uncommon,Unit,Command Villainy,3
HMW,108,The First Legion  Vader's Fist,Rare,Unit,Command Villainy,3
HMW,109,Tireless Magnaguard,Uncommon,Unit,Command Villainy,3
HMW,110,Emperor Palpatine  Consolidating Power,Legendary,Unit,Command Villainy,3
HMW,111,Invasion Lander,Common,Unit,Command Villainy,3
HMW,112,Military Academy,Uncommon,Upgrade,Command Villainy,3
HMW,113,Sinister War Memorial,Special,Upgrade,Command Villainy,3
HMW,114,Breach,Rare,Event,Command Villainy,3
